Fall 12,GLHT 201 001,15654,"Schwarz, Richard A.",44,,,2.15,2.70,1.68,2.17,2.27,2.44,2.63,2.51,2.32,2.63,2.66,2.15,2.71,3.29,41,40,40,41,41,41,40,41,41,41,41,41,41,41,41,38,18
Fall 12,GLHT 448 001,17990,"Epstein, Marc J.",2,,,1.50,1.50,1.50,1.00,1.50,1.00,1.00,1.50,1.50,1.50,1.50,1.00,1.50,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
Fall 12,GLHT 451 001,15655,"Oden, Zillah M.",8,,,1.43,1.43,1.29,1.43,1.29,1.14,1.14,1.14,1.14,2.00,1.57,1.29,1.43,4.29,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
Fall 12,GLHT 510 001,18218,"Hotez, Peter",0,64,7,1.67,1.67,1.50,1.67,1.67,2.00,1.67,1.67,1.67,2.33,2.80,2.67,1.83,1.50,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,2,5
Fall 12,GREE 101 001,11697,"Somerville, Ted",4,,,1.60,1.80,2.00,1.20,1.20,1.60,1.60,1.60,1.20,2.00,1.80,1.80,1.80,3.20,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,2
Fall 12,GREE 201 001,11698,"McGill, Scott C.",6,,,2.00,1.75,1.25,1.25,1.00,1.50,1.50,1.25,1.75,1.75,1.25,1.25,1.25,3.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1
Fall 12,GREE 306 001,17807,"Yunis, Harvey",2,,,1.50,1.50,1.00,1.50,1.50,1.50,1.50,1.50,1.50,2.00,1.50,2.00,1.50,4.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
Fall 12,HART 101 001,10165,"Hopkins, John",4,N1,10,1.43,1.57,1.43,1.57,1.57,1.43,1.29,1.29,1.29,2.00,2.13,2.50,2.13,2.38,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,7,4
Fall 12,HART 101 001,10165,"Zavistovski, Katia",4,N1,10,1.50,1.63,1.38,1.50,1.88,1.75,1.75,1.63,1.50,2.00,2.13,2.50,2.13,2.38,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,4
Fall 12,HART 101 001,10165,"Neagley, Linda",4,N1,10,2.00,2.25,1.75,2.13,2.38,2.25,2.13,2.25,1.75,2.00,2.13,2.50,2.13,2.38,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,4
Fall 12,HART 101 002,16599,"Hopkins, John",5,N2,6,1.00,1.00,1.17,1.17,1.00,1.17,1.00,1.00,1.00,1.67,2.17,1.83,1.67,2.67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
Fall 12,HART 101 002,16599,"Acikgoz, Umit F.",5,N2,6,1.33,1.50,1.33,1.50,1.33,1.50,1.50,1.50,1.83,1.67,2.17,1.83,1.67,2.67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
Fall 12,HART 101 002,16599,"Neagley, Linda",5,N2,6,3.00,2.83,1.50,3.50,2.50,2.50,2.83,2.67,2.50,1.67,2.17,1.83,1.67,2.67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
Fall 12,HART 101 003,16604,"Van Wingerden, Carolyn M.",4,N3,7,1.86,2.57,1.57,1.43,2.29,2.29,2.29,2.29,2.43,1.86,2.43,1.71,2.14,2.43,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4
Fall 12,HART 101 003,16604,"Hopkins, John",4,N3,7,1.29,1.29,1.43,1.71,1.43,1.43,1.43,1.43,1.29,1.86,2.43,1.71,2.14,2.43,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4
Fall 12,HART 101 003,16604,"Neagley, Linda",4,N3,7,2.14,2.71,1.71,2.83,2.14,2.67,3.00,2.71,1.57,1.86,2.43,1.71,2.14,2.43,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,6,4
Fall 12,HART 101 004,17912,"Hopkins, John",8,N4,9,1.00,1.14,1.14,1.29,1.00,1.14,1.14,1.14,1.14,1.38,1.50,1.75,1.75,3.13,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,6,5
Fall 12,HART 101 004,17912,"Venator, Amy M.",8,N4,9,1.00,1.25,1.13,1.13,1.00,1.38,1.38,1.25,1.38,1.38,1.50,1.75,1.75,3.13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,5
Fall 12,HART 101 004,17912,"Neagley, Linda",8,N4,9,1.50,2.00,1.25,1.38,1.38,1.88,1.88,1.75,1.63,1.38,1.50,1.75,1.75,3.13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,5
Fall 12,HART 105 001,16587,"Manca, Joseph P.",27,,,1.35,1.62,1.19,1.65,1.65,1.81,1.81,1.50,1.15,1.73,1.73,1.85,1.65,2.23,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,24,12
Fall 12,HART 211 001,13197,"Smith, Richard J.",4,E0,40,1.53,1.82,1.44,1.47,1.74,1.88,1.91,1.73,1.53,2.41,2.35,2.21,2.35,3.00,34,34,32,34,34,34,34,33,34,34,34,34,34,34,34,25,20
Fall 12,HART 211 001,13197,"Balabanlilar, Lisa A.",4,E0,40,1.32,1.32,1.26,1.38,1.29,1.59,1.71,1.44,1.48,2.41,2.35,2.21,2.35,3.00,34,34,34,34,34,34,34,34,33,34,34,34,34,34,34,25,20
Fall 12,HART 211 001,13197,"Huang, Shih-Shan S.",4,E0,40,1.62,1.97,1.29,1.97,1.82,2.26,2.21,2.03,1.62,2.41,2.35,2.21,2.35,3.00,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,25,20
Fall 12,HART 265 001,17176,"Lopez Duran, Maria Fabiola",5,,,2.00,1.33,1.00,1.33,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.33,1.33,3.33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
Fall 12,HART 280 001,16960,"Dove, Charles",3,K6,16,1.33,1.53,1.13,1.27,1.47,1.33,1.40,1.47,1.13,1.60,1.67,1.87,1.60,2.00,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,8
Fall 12,HART 300 001,13068,"Wolfthal, Diane B.",2,,,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Fall 12,HART 302 002,18025,"Lopez Duran, Maria Fabiola",5,ZA,7,1.00,1.40,1.00,1.20,1.00,1.00,1.00,1.00,1.00,1.60,1.40,1.40,1.20,3.80,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1
Fall 12,HART 322 001,17982,"Hamadeh, Shirine T.",4,98,4,1.50,1.75,1.00,1.50,1.25,1.50,2.00,1.75,1.50,1.75,1.75,1.50,1.75,3.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
Fall 12,HART 330 001,17637,"Neagley, Linda",6,E1,7,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.33,1.33,1.17,1.33,3.17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4
Fall 12,HART 343 001,17647,"Manca, Joseph P.",8,,,1.33,1.44,1.11,1.22,1.44,1.89,1.67,1.44,1.00,1.67,1.89,1.89,1.67,2.89,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5
Fall 12,HART 376 001,17602,"Huang, Shih-Shan S.",4,C5,5,1.20,1.20,1.20,1.20,1.40,1.60,1.40,1.40,1.20,1.60,1.80,1.60,1.40,3.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
Fall 12,HART 376 001,17602,"Wolfthal, Diane B.",4,C5,5,1.20,1.20,1.20,1.20,1.40,1.20,1.40,1.20,1.20,1.60,1.80,1.60,1.40,3.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
Fall 12,HART 380 001,17862,"Banner, Olivia",1,A0,19,1.56,1.63,1.63,1.50,1.50,1.56,1.63,1.63,1.69,1.88,2.06,1.88,1.81,2.31,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,8
Fall 12,HART 396 001,17648,"Brennan, Marcia G.",12,,,1.18,1.18,1.09,1.18,1.18,1.18,1.18,1.27,1.18,1.45,1.82,1.45,1.27,2.73,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4
Fall 12,HART 402 001,12993,"Wolfthal, Diane B.",2,,,1.50,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.50,1.00,1.00,4.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
Fall 12,HART 452 001,17649,"Costello, Robert L.",8,,,1.33,1.50,1.33,1.33,1.33,1.50,1.33,1.33,1.33,1.50,1.50,1.33,1.33,3.17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3
Fall 12,HART 502 001,16083,"Neagley, Linda",5,,,1.40,1.40,1.40,1.20,1.40,1.20,1.20,1.20,1.20,1.40,1.40,1.40,1.40,3.25,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,0
Fall 12,HART 506 001,18034,"Colman, Scott W.",0,C4,19,1.06,1.25,1.38,1.13,1.27,1.19,1.13,1.06,1.06,1.25,1.50,1.19,1.06,4.06,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,5
Fall 12,HART 523 001,17980,"Hamadeh, Shirine T.",4,ZC,4,1.25,1.50,1.25,1.00,1.00,1.00,1.00,1.25,1.25,1.75,1.50,1.00,1.75,3.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
Fall 12,HART 530 001,17638,"Neagley, Linda",3,,,2.00,2.00,1.50,1.75,1.25,2.00,2.25,2.00,1.75,2.25,2.00,2.75,2.50,2.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2
Fall 12,HART 552 001,17650,"Costello, Robert L.",2,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0
Fall 12,HART 568 002,18027,"Lopez Duran, Maria Fabiola",2,ZB,2,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
Fall 12,HART 576 001,17644,"Wolfthal, Diane B.",4,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.25,1.25,1.25,4.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
Fall 12,HART 576 001,17644,"Huang, Shih-Shan S.",4,,,1.00,1.00,1.00,1.00,1.25,1.25,1.00,1.00,1.00,1.50,1.25,1.25,1.25,4.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
Fall 12,HART 590 001,14263,"Costello, Robert L.",4,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
Fall 12,HEAL 103 001,11214,"Anding, Roberta H.",74,,,1.50,1.52,1.63,1.40,1.40,1.57,1.55,1.37,1.23,1.85,1.74,1.95,1.52,1.98,62,62,57,62,62,61,62,62,61,62,62,62,62,62,62,57,26
Fall 12,HEAL 222 001,11217,"Perkins, Heidi Y.",21,,,1.71,2.00,1.35,1.88,1.65,2.06,2.18,1.88,1.88,1.82,1.88,2.41,1.94,2.59,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,10
Fall 12,HEAL 379 001,11220,"Perkins, Heidi Y.",5,,,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,2.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
Fall 12,HEAL 379 002,15306,"Iammarino, Nicholas K.",2,,,2.00,2.00,2.50,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
Fall 12,HEAL 407 001,11221,"Iammarino, Nicholas K.",22,,,1.60,1.85,1.26,1.45,1.50,1.60,1.85,1.65,1.55,1.80,2.00,2.05,2.00,3.05,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,13
Fall 12,HEAL 460 001,11222,"Perkins, Heidi Y.",9,,,1.75,2.38,1.50,1.50,1.75,1.88,2.00,2.13,2.13,1.75,1.75,1.88,2.13,2.63,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4
Fall 12,HEAL 498 001,11224,"Perkins, Heidi Y.",11,,,2.33,2.56,1.89,2.22,2.33,2.33,2.44,2.44,2.44,2.22,2.56,2.56,2.63,2.11,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,2
Fall 12,HEAL 499 003,11228,"Anding, Roberta H.",4,,,1.25,1.00,1.25,1.25,1.00,1.00,1.00,1.00,1.00,1.25,1.50,1.50,1.25,2.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
Fall 12,HEBR 201 001,16962,"Kluger, Luisa",4,,,2.25,2.25,1.00,1.25,1.50,1.75,2.00,1.75,1.25,2.50,2.50,3.00,2.50,1.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
Fall 12,HEBR 301 001,17559,"Kluger, Luisa",8,,,1.50,1.50,1.17,1.17,1.17,1.17,1.17,1.33,1.33,1.83,1.67,1.83,1.50,1.83,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
Fall 12,HIND 105 001,17555,"Mehta, Sarita",13,,,1.64,1.91,1.70,1.91,1.64,1.64,1.60,1.73,1.45,1.82,1.55,1.91,1.70,2.55,11,11,10,11,11,11,10,11,11,11,11,11,10,11,11,11,9
Fall 12,HIND 201 001,17556,"Mehta, Sarita",5,,,2.00,2.33,1.00,2.00,1.33,1.67,1.67,2.00,1.67,2.33,1.67,1.67,1.67,2.33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
Fall 12,HIND 235 001,17329,"Mehta, Sarita",19,,,1.56,1.88,1.31,1.88,1.44,1.63,1.75,1.63,1.33,1.69,1.81,2.31,1.64,2.19,16,16,16,16,16,16,16,16,15,16,16,16,14,16,16,15,6
Fall 12,HIND 498 001,18226,"Mehta, Sarita",2,,,1.50,2.50,1.00,2.00,1.00,1.00,1.50,1.50,1.50,2.00,1.00,2.00,2.00,3.50,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
Fall 12,HIST 101 001,10941,"Zammito, John H.",54,,,1.10,1.08,1.10,1.39,1.41,1.37,1.20,1.18,1.17,1.38,1.76,1.88,1.40,2.44,49,49,48,49,49,49,49,49,48,50,50,50,50,50,50,44,20
Fall 12,HIST 108 001,16532,"Knowles, Katie",30,,,1.67,2.26,1.41,1.89,1.78,2.26,2.11,2.08,2.04,1.93,1.92,2.33,2.04,2.56,27,27,27,27,27,27,27,26,27,27,26,27,27,27,27,25,10
Fall 12,HIST 117 001,11710,"Goetz, Rebecca A.",38,,,1.61,1.50,1.65,1.56,1.61,1.75,1.72,1.52,1.44,1.72,1.89,1.89,1.69,3.03,36,36,34,36,36,36,36,33,36,36,36,35,35,36,36,32,17
Fall 12,HIST 125 001,17987,"Baker, Andrew C.",14,,,1.50,1.64,1.29,1.57,2.00,1.79,1.64,1.64,1.50,1.64,1.71,1.79,1.86,3.79,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,4
Fall 12,HIST 186 001,16552,"Lander, Shira L.",12,,,1.50,1.70,1.22,1.50,1.40,1.60,1.60,1.40,1.50,1.70,1.60,1.78,1.50,2.80,10,10,9,10,10,10,10,10,10,10,10,9,10,10,10,9,2
Fall 12,HIST 206 001,10944,"Huang, Shih-Shan S.",20,E0,40,1.62,1.97,1.29,1.97,1.82,2.26,2.21,2.03,1.62,2.41,2.35,2.21,2.35,3.00,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,25,20
Fall 12,HIST 206 001,10944,"Balabanlilar, Lisa A.",20,E0,40,1.32,1.32,1.26,1.38,1.29,1.59,1.71,1.44,1.48,2.41,2.35,2.21,2.35,3.00,34,34,34,34,34,34,34,34,33,34,34,34,34,34,34,25,20
Fall 12,HIST 206 001,10944,"Smith, Richard J.",20,E0,40,1.53,1.82,1.44,1.47,1.74,1.88,1.91,1.73,1.53,2.41,2.35,2.21,2.35,3.00,34,34,32,34,34,34,34,33,34,34,34,34,34,34,34,25,20
Fall 12,HIST 215 001,17769,"Cox, Edward L.",9,,,1.40,1.40,1.20,1.40,1.25,1.20,1.20,1.40,1.40,1.60,1.80,1.20,1.40,3.20,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,3
Fall 12,HIST 226 001,17783,"Turley, Steven E.",10,,,1.50,1.75,1.29,1.38,1.50,1.63,1.50,1.50,1.50,1.63,1.63,1.88,1.75,3.88,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,4
Fall 12,HIST 227 001,17771,"Metcalf, Alida C.",19,,,1.44,1.44,1.56,1.75,1.44,1.56,1.50,1.56,1.38,1.75,1.75,2.00,1.63,2.75,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,8
Fall 12,HIST 241 001,12694,"Harper, Mercedes M.",12,I2,23,1.65,1.90,1.50,1.95,1.70,2.15,2.20,1.85,1.95,1.85,2.00,2.40,2.05,2.75,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,18,8
Fall 12,HIST 279 001,17772,"Cox, Edward L.",3,,,1.33,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.67,1.33,1.33,1.00,2.67,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,0
Fall 12,HIST 291 001,12683,"Brinkley, Douglas",47,,,1.40,1.20,1.98,1.23,1.18,1.50,1.30,1.27,1.08,1.53,1.45,1.75,1.30,2.00,40,40,40,40,40,40,40,37,40,40,40,40,40,40,40,38,13
Fall 12,HIST 307 001,17774,"Maas, Michael R.",30,,,1.60,1.68,1.52,1.84,1.96,1.68,1.64,1.68,1.52,1.76,2.04,1.72,1.80,3.42,25,25,25,25,25,25,25,25,25,25,25,25,25,24,25,22,8
Fall 12,HIST 315 001,17770,"Cox, Edward L.",13,,,1.30,1.30,1.10,1.50,1.50,1.50,1.40,1.22,1.20,1.60,1.67,1.89,1.56,2.70,10,10,10,10,10,10,10,9,10,10,9,9,9,10,9,8,3
Fall 12,HIST 341 001,15474,"Smith, Richard J.",22,,,1.37,1.53,1.53,1.39,1.21,1.42,1.53,1.42,1.21,1.53,1.63,1.84,1.58,3.11,19,19,19,18,19,19,19,19,19,19,19,19,19,19,19,18,13
Fall 12,HIST 352 001,12684,"Brinkley, Douglas",45,,,1.54,1.17,1.98,1.29,1.17,1.41,1.38,1.33,1.15,1.76,1.68,1.98,1.43,2.00,41,41,41,41,41,41,40,40,41,41,41,41,40,41,41,41,19
Fall 12,HIST 355 001,17627,"Caldwell, Peter C.",19,H4,19,1.19,1.25,1.14,1.13,1.25,1.19,1.19,1.19,1.20,1.19,1.50,1.31,1.19,3.31,16,16,14,16,16,16,16,16,15,16,16,16,16,16,16,13,8
Fall 12,HIST 357 001,17640,"Irish, Maya S.",9,95,11,1.30,1.70,1.40,1.40,1.50,1.80,1.80,1.50,1.30,1.50,2.00,1.60,1.80,3.50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,2
Fall 12,HIST 361 001,17775,"Pollnitz, Aysha",21,,,1.33,1.44,1.17,1.11,1.06,1.22,1.28,1.18,1.17,1.28,1.61,1.50,1.44,3.33,18,18,18,18,18,18,18,17,18,18,18,18,18,18,17,16,7
Fall 12,HIST 366 001,17776,"Metcalf, Alida C.",9,A9,16,1.60,1.67,1.40,1.73,1.87,1.87,1.86,1.73,1.60,1.93,1.67,1.67,1.67,2.73,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,8
Fall 12,HIST 366 001,17776,"El-Dahdah, Fares",9,A9,16,1.60,1.33,1.40,1.47,1.47,1.60,1.60,1.53,1.40,1.93,1.67,1.67,1.67,2.73,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,8
Fall 12,HIST 379 001,17773,"Cox, Edward L.",7,,,1.14,1.00,1.14,1.00,1.00,1.00,1.00,1.00,1.00,1.43,1.43,1.43,1.14,2.67,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,3
Fall 12,HIST 381 001,17778,"Maas, Michael R.",29,G4,47,1.88,2.07,1.55,2.17,2.14,2.10,2.07,2.05,1.76,1.98,2.07,2.21,2.17,2.98,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,34,23
Fall 12,HIST 381 001,17778,"Henze, Matthias",29,G4,47,1.52,1.64,1.45,1.57,1.63,1.71,1.67,1.61,1.43,1.98,2.07,2.21,2.17,2.98,42,42,40,42,41,42,42,41,42,42,42,42,42,42,42,34,23
Fall 12,HIST 403 001,10950,"Byrd, Alexander X.",9,,,1.88,1.88,2.29,1.50,1.13,1.13,1.25,1.57,1.25,2.00,2.00,1.43,1.88,3.88,8,8,7,8,8,8,8,7,8,8,8,7,8,8,8,8,2
Fall 12,HIST 415 001,16956,"Wiener, Martin J.",10,,,1.70,2.00,1.67,1.90,1.60,1.70,1.90,1.70,1.50,2.10,2.10,1.60,1.70,3.40,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9,4
Fall 12,HIST 422 001,16957,"Boles, John B.",14,,,1.42,1.33,1.25,1.25,1.25,1.25,1.25,1.17,1.08,1.42,1.58,1.67,1.17,2.67,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5
Fall 12,HIST 425 001,14392,"Brinkley, Douglas",17,,,2.33,2.00,2.00,1.58,1.42,1.50,1.42,2.00,1.42,2.58,1.92,1.92,1.92,2.17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5
Fall 12,HIST 431 001,17620,"Emden, Christian J.",6,H0,10,1.33,1.33,1.44,1.22,1.33,1.22,1.33,1.22,1.22,1.67,1.67,1.56,1.56,2.89,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6
Fall 12,HIST 459 001,17622,"Wildenthal, Lora J.",3,F1,3,1.33,1.33,1.33,1.00,1.00,1.67,1.33,1.33,1.00,1.33,1.67,1.00,1.33,4.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
Fall 12,HIST 462 001,17784,"Zammito, John H.",8,,,1.20,1.40,1.20,1.20,1.20,1.50,1.20,1.40,1.00,1.60,1.20,1.20,1.40,3.80,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1
Fall 12,HIST 494 001,17780,"Balabanlilar, Lisa A.",15,,,1.45,1.27,1.18,1.09,1.00,1.09,1.00,1.09,1.00,1.64,1.64,1.73,1.45,3.27,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8
Fall 12,HIST 509 001,10976,"Boles, John B.",2,,,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,3.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Fall 12,HIST 540 001,17781,"Matusow, Allen J.",6,,,1.00,1.17,1.00,1.00,1.00,1.00,1.17,1.00,1.00,1.33,1.00,1.33,1.00,3.17,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,2
Fall 12,HIST 563 001,17785,"Sidbury, James",11,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.20,1.20,1.00,1.10,3.30,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,8,3
Fall 12,HIST 575 001,10954,"Caldwell, Peter C.",10,,,1.50,1.50,1.00,1.50,1.38,1.38,1.38,1.38,1.00,1.63,1.50,1.50,1.50,2.75,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2
Fall 12,HIST 577 001,13646,"Caldwell, Peter C.",3,,,2.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,1.00,2.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Fall 12,HIST 578 001,18133,"Goetz, Rebecca A.",4,,,1.50,1.50,2.00,1.50,1.00,1.00,1.00,1.00,1.50,1.50,1.00,1.00,1.00,2.50,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,1
Fall 12,HIST 582 001,17782,"Wiener, Martin J.",3,,,1.33,1.33,1.33,1.33,1.00,1.33,1.33,1.33,1.00,2.67,1.33,1.67,2.00,3.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
Fall 12,HIST 590 001,16550,"Ward, Kerry R.",8,,,2.14,2.57,2.43,2.00,1.86,2.00,2.14,2.17,1.43,2.29,2.00,1.57,2.29,3.43,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,1
Fall 12,HIST 800 001,13298,"Boles, John B.",16,,,1.13,1.13,1.13,1.13,1.00,1.00,1.13,1.13,1.13,1.57,1.57,1.43,1.57,3.43,8,8,8,8,8,8,8,8,8,7,7,7,7,7,8,4,7
Fall 12,HONS 470 001,15873,"Gillis, Malcolm",15,,,1.77,1.69,2.15,1.77,1.54,1.46,1.69,1.77,1.69,1.64,1.64,1.86,1.71,2.86,13,13,13,13,13,13,13,13,13,14,14,14,14,14,13,14,1
Fall 12,HONS 470 001,15873,"Wagner, Daniel S.",15,,,1.57,1.50,1.64,1.29,1.29,1.21,1.57,1.43,1.64,1.64,1.64,1.86,1.71,2.86,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,1
Fall 12,HUMA 102 001,17182,"Anderson, Edward M.",16,,,1.58,1.58,1.25,1.67,1.75,1.67,1.50,1.58,1.33,2.00,2.17,2.00,2.00,3.50,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,4
Fall 12,HUMA 107 001,15626,"Yunis, Harvey",7,F9,30,1.86,1.86,1.78,2.39,2.93,2.43,2.11,2.11,1.46,2.00,2.39,2.14,2.30,2.39,28,28,27,28,28,28,28,28,28,27,28,28,27,28,28,23,14
Fall 12,HUMA 201 001,11327,"Worth, David S.",15,,,1.18,1.27,1.27,1.27,1.18,1.64,1.73,1.27,1.20,1.18,1.45,1.64,1.45,1.82,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,2
Fall 12,HUMA 201 002,11328,"Worth, David S.",16,,,1.64,1.50,1.46,1.50,1.43,1.71,1.93,1.57,1.43,1.29,1.64,1.86,1.64,1.93,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,4
Fall 12,HUMA 210 001,17517,"Prince, Maynard G.",12,,,1.25,1.25,1.50,1.08,1.08,1.25,1.25,1.17,1.17,1.25,1.25,1.42,1.25,2.67,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,3
Fall 12,HUMA 280 001,15717,"Hoang, Kimberly K.",5,K5,20,1.61,1.33,1.39,1.56,1.50,1.39,1.33,1.35,1.28,1.50,1.83,1.59,1.61,3.94,18,18,18,18,18,18,18,17,18,18,18,17,18,18,18,18,4
Fall 12,HUMA 280 002,17934,"Hoang, Kimberly K.",5,D7,19,1.39,1.33,1.28,1.44,1.39,1.22,1.17,1.17,1.17,1.56,1.56,1.41,1.33,3.94,18,18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,7
Fall 12,HUMA 295 001,18035,"Wendlandt, Nancy M.",7,,,1.33,1.33,1.17,1.00,1.17,1.17,1.83,1.00,1.17,1.29,1.29,1.71,1.43,2.57,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,4
